Document,Dominant_Topic,Perc_Contribution,Topic_Keywords,Reviews_cleaned
184,1,0.653199971,"process, loan, read, closing, made, team, experience, time, great, questions","['like', 'thank', 'brent', 'working', 'kept', 'encouraging', 'felt', 'get', 'turned', 'previous', 'lender', 'brent', 'team', 'everything', 'possible', 'meet', 'deadline', 'thanks', 'happy', 'home', 'owners']"
185,3,0.985599995,"process, time, read, loan, home, great, always, company, questions, nasb","['first', 'inquired', 'loan', 'brent', 'months', 'ago', 'told', 'wanted', 'put', 'hold', 'found', 'cost', 'buy', 'lease', 'months', 'contacted', 'morning', 'told', 'time', 'get', 'serious', 'responded', 'within', 'hour', 'rolling', 'weeks_later', 'found', 'home', 'wanted', 'make', 'offer', 'weeks_later', 'closed', 'home', 'time', 'always', 'knew', 'going', 'talked', 'daily', 'made', 'feel_comfortable', 'whole_process', 'always', 'felt_like', 'control', 'honestly', 'purchasing', 'home', 'much_easier', 'thought', 'recommend', 'anyone', 'read']"
186,1,0.979300022,"process, loan, read, closing, made, team, experience, time, great, questions","['ten', 'years', 'since', 'bought', 'house', 'little', 'nervous', 'could', 'afford', 'time', 'around', 'going', 'process', 'adam', 'couldnt', 'better', 'work', 'great', 'communicating', 'making', 'feel', 'ease', 'got', 'best_rate', 'dream', 'work', 'completely', 'took', 'anxiety', 'home_buying', 'regret', 'using', 'knowledgeable', 'tell', 'really', 'cares', 'read']"
187,2,0.961000025,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['fred', 'nice', 'always_available', 'address', 'concerns', 'seems', 'really', 'care', 'customers', 'going', 'refinance', 'never', 'pleasant', 'fred', 'best', 'make', 'painless_possible', 'thanks', 'fredbestkary']"
188,3,0.988900006,"process, time, read, loan, home, great, always, company, questions, nasb","['worked', 'kory', 'klossner', 'loan_officer', 'nasb', 'confirming', 'could', 'offer', 'much_lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pros', 'cons', 'different', 'loan', 'types', 'conventional', 'versus', 'loans', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payments', 'closing_costs', 'never', 'felt_like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'options', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstances', 'kory', 'went', 'beyond', 'make', 'feel_comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'stars', 'read']"
189,3,0.988900006,"process, time, read, loan, home, great, always, company, questions, nasb","['worked', 'kory', 'klossner', 'loan_officer', 'nasb', 'confirming', 'could', 'offer', 'much_lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pros', 'cons', 'different', 'loan', 'types', 'conventional', 'versus', 'loans', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payments', 'closing_costs', 'never', 'felt_like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'options', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstances', 'kory', 'went', 'beyond', 'make', 'feel_comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'stars', 'read']"
190,3,0.983200014,"process, time, read, loan, home, great, always, company, questions, nasb","['couldnt', 'pleased', 'aarons', 'customer_service', 'father', 'recommended', 'aaron', 'looking', 'buy', 'house', 'aaron', 'fought', 'get', 'best_rate', 'made_sure', 'everything_went', 'planned', 'wasnt', 'able', 'move', 'closing_date', 'keep', 'rate', 'interest_rate', 'aaron', 'told', 'worry', 'cover', 'cost', 'difference', 'thing', 'pay', 'extra', 'rush', 'appraiser', 'close', 'time', 'recommend', 'aaron', 'anyone_looking', 'buy', 'home', 'know', 'great_job', 'like', 'read']"
191,0,0.621299982,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['cant', 'begin', 'express', 'happiness', 'working', 'aaron', 'professional', 'knowledgeable', 'literally', 'ended', 'saving', 'thousands', 'dollars', 'loan', 'thought', 'good', 'rate', 'spoke', 'able', 'lower', 'almost', 'full', 'saved', 'hundreds', 'dollars', 'per', 'month', 'able', 'get', 'everything', 'approvedclosed', 'tight', 'timeline', 'less', 'weeks', 'highly_recommend', 'read']"
192,1,0.950800002,"process, loan, read, closing, made, team, experience, time, great, questions","['responsive', 'worked_hard', 'get', 'approved', 'mortgage', 'experience', 'stressful', 'jon', 'really', 'made', 'feel_like', 'someone', 'side', 'thanks', 'everything']"
193,1,0.9023,"process, loan, read, closing, made, team, experience, time, great, questions","['joey', 'helpful', 'appreciated', 'friendly', 'manner', 'timely', 'responses']"
194,2,0.933099985,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['loan_officer', 'joey', 'hartegan', 'friendly', 'helpful', 'wife', 'pleased', 'chose', 'nasb', 'refinance', 'home']"
195,3,0.985700011,"process, time, read, loan, home, great, always, company, questions, nasb","['family', 'shopped', 'around', 'home', 'mortgages', 'currently', 'reside', 'new', 'jersey', 'every', 'mortgage_company', 'wanted', 'nearly', 'close', 'found', 'north_american', 'savings', 'online', 'steve', 'person', 'assigned', 'work', 'wonderful', 'say', 'least', 'steve', 'always', 'answer', 'calls', 'emails', 'promptly', 'addition', 'office', 'steve', 'always', 'made_sure', 'colleague', 'assisted', 'honestly', 'cannot', 'say_enough', 'nasb', 'ultimately', 'able', 'get', 'much_lower', 'interest_rate', 'monthly', 'payment', 'home', 'highly_recommend', 'steve', 'anyone', 'read']"
196,0,0.680700004,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['excellent', 'work', 'straight', 'shooter', 'honorable', 'fellow', 'veteran', 'ensured', 'understood', 'happening', 'expect', 'long', 'take', 'cant', 'recommend', 'anyone', 'lending', 'needs', 'working', 'loan', 'need', 'loan_officer', 'knows', 'great', 'personally', 'ensure', 'closing', 'time', 'even', 'extremely', 'slow', 'appraiser', 'meet', 'deadlines', 'causing', 'delays', 'still', 'closed_time', 'thanks', 'professionalism', 'dedication', 'keep', 'word', 'team', 'great_work', 'well', 'read']"
197,1,0.975700021,"process, loan, read, closing, made, team, experience, time, great, questions","['smooth', 'loan', 'closing', 'time', 'nasb', 'extremely', 'easy', 'work', 'veteran', 'want', 'lender', 'understands', 'easily', 'funds', 'loans', 'nasb', 'meets', 'requirement', 'five', 'stars', 'lenders', 'worked', 'past', 'meet', 'nasbs', 'service', 'especially', 'closing', 'time', 'experience', 'recommend', 'highly']"
198,3,0.844799995,"process, time, read, loan, home, great, always, company, questions, nasb","['outstanding', 'service', 'always', 'timely']"
199,3,0.91900003,"process, time, read, loan, home, great, always, company, questions, nasb","['fred', 'went', 'beyond', 'make_sure', 'everything', 'went_smoothly', 'including', 'making', 'calls', 'vacation', 'fred', 'works', 'hard', 'make', 'dreams', 'come', 'true']"
200,2,0.913600028,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['fast', 'helpful', 'best', 'service', 'possible', 'heartily', 'recommend', 'everyone']"
201,2,0.972199976,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['aaron', 'everything', 'humanly', 'possible', 'get', 'best_rate', 'terms', 'possibly', 'couldhe', 'listened', 'responded', 'needs', 'concern', 'care', 'expertisei', 'could', 'never', 'anyone', 'could', 'helped', 'caring', 'knowledgable', 'patient', 'responsive', 'individualmany', 'thanks', 'spring']"
202,3,0.745899975,"process, time, read, loan, home, great, always, company, questions, nasb","['aaron', 'extremely', 'help', 'friendly', 'kept', 'everything', 'always', 'front', 'everything', 'veteran', 'made', 'extra_mile', 'always_available', 'talk', 'answer', 'questions', 'first_time', 'buying', 'home', 'made', 'painless_possible', 'wife', 'nothing', 'great', 'things', 'cannot', 'thank', 'enough', 'helping', 'process', 'read']"
203,3,0.886099994,"process, time, read, loan, home, great, always, company, questions, nasb","['loan_officer', 'team', 'amazing', 'helped', 'every_step', 'way']"
204,2,0.971599996,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['alex', 'extremely', 'helpful', 'always_available', 'questions', 'concerns', 'kept', 'constant', 'contact', 'told', 'exactly', 'going', 'happening', 'issues', 'came', 'addressed', 'quickly', 'wouldnt', 'wait', 'longer', 'closing', 'always', 'trying', 'extra', 'step', 'make_sure', 'taken_care']"
205,3,0.801299989,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'service', 'easy']"
206,2,0.886300027,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['pleasure_working', 'alex', 'couldnt', 'ask', 'better', 'lender']"
207,1,0.869400024,"process, loan, read, closing, made, team, experience, time, great, questions","['good', 'guy', 'work', 'responsive', 'surprises']"
208,1,0.901600003,"process, loan, read, closing, made, team, experience, time, great, questions","['extremely', 'smooth', 'process', 'surprises', 'better', 'expected', 'interest_rate']"
209,3,0.94599998,"process, time, read, loan, home, great, always, company, questions, nasb","['fred', 'great', 'worked', 'around', 'schedule', 'always', 'responsive', 'always', 'knew', 'exactly', 'process', 'helped', 'work', 'next']"
210,0,0.944700003,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['worked', 'person', 'name', 'andrew', 'leehy', 'hard', 'working', 'honest', 'person', 'customers', 'interest', 'commission', 'heart']"
211,3,0.962499976,"process, time, read, loan, home, great, always, company, questions, nasb","['fred', 'awesome', 'work', 'knowledgeable', 'field', 'quick_respond', 'calls', 'emails', 'made_sure', 'loan', 'stayed', 'track', 'closed_time', 'days', 'day', 'put', 'contract', 'house', 'highly_recommend', 'fred']"
212,3,0.934800029,"process, time, read, loan, home, great, always, company, questions, nasb","['fine', 'traditional', 'values', 'great', 'people', 'real', 'walks', 'talk', 'real', 'pleasure', 'business']"
213,2,0.751600027,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['joey', 'knowledgeable', 'accessible', 'maintained', 'positive', 'attitude', 'throughout', 'complex', 'refinancing', 'process', 'true', 'partner', 'functionary', 'paperworki', 'trusted', 'judgment', 'never', 'failed', 'also', 'great', 'sense', 'humor']"
214,2,0.971000016,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['hesitant', 'nonlocal', 'mortgage_company', 'loan_officer', 'jeremy', 'involved', 'process', 'local', 'loan', 'company', 'ive', 'used', 'previously', 'customer_service', 'knowledge', 'exceeded_expectations', 'dont', 'usually', 'recommend', 'people', 'consider', 'jeremy', 'trusted', 'friend', 'mortgage', 'business']"
215,2,0.971000016,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['hesitant', 'nonlocal', 'mortgage_company', 'loan_officer', 'jeremy', 'involved', 'process', 'local', 'loan', 'company', 'ive', 'used', 'previously', 'customer_service', 'knowledge', 'exceeded_expectations', 'dont', 'usually', 'recommend', 'people', 'consider', 'jeremy', 'trusted', 'friend', 'mortgage', 'business']"
216,3,0.962599993,"process, time, read, loan, home, great, always, company, questions, nasb","['steve', 'got_done', 'others', 'couldnt', 'day', 'closing', 'even', 'got', 'things', 'done', 'supervisor', 'couldnt', 'get', 'done', 'steve', 'recommended', 'friend', 'glad', 'went', 'great_work']"
217,1,0.801699996,"process, loan, read, closing, made, team, experience, time, great, questions","['professional', 'customer', 'oriented']"
218,3,0.956200004,"process, time, read, loan, home, great, always, company, questions, nasb","['steve', 'responsive', 'patient', 'many', 'questions', 'havent', 'bought', 'house', 'many', 'years', 'big', 'move', 'cant', 'praise', 'highly', 'enough', 'highly_recommend']"
219,0,0.529100001,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['closing', 'process', 'loan', 'went_smoothly', 'loan', 'servicing', 'socalled', 'complete', 'disasteri', 'set', 'loan', 'automatic_payments', 'using', 'clunky', 'website', 'unlike', 'banks', 'business', 'nasb', 'website', 'intuitive', 'provide', 'confirmation', 'entriesfor', 'first', 'months', 'payments', 'automatically', 'debited', 'external', 'account', 'scheduled', 'however', 'escrow', 'amount', 'changed', 'nasb', 'debited', 'old', 'amount', 'account', 'sent', 'deficiency', 'letter', 'balance', 'unlike', 'every', 'used', 'amount', 'debit', 'automatically', 'debitednasb', 'sent', 'credit_counseling', 'letter', 'telling', 'apply', 'loan', 'payment', 'charge', 'late', 'payment', 'double', 'deficiency', 'change', 'suggested', 'credit_counseling', 'services', 'called', 'servicing', 'department', 'representative', 'told', 'letter', 'sent', 'error', 'everything', 'adjusted', 'account', 'showing', 'currenttwo', 'weeks_later', 'received', 'total', 'two', 'voice', 'mail', 'messages', 'email', 'span', 'minutes', 'nasbs', 'default_department', 'woman', 'first', 'spoke', 'rude', 'said', 'showed', 'record', 'earlier', 'call', 'problem', 'hung', 'second', 'agent', 'man', 'default_department', 'said', 'show', 'made', 'automatic_payments', 'nasbs', 'system', 'set', 'adjust', 'anythingafter', 'years', 'mortgage', 'payments', 'various', 'banks', 'never', 'experienced', 'incompetence', 'rude', 'service', 'specifically', 'instructed', 'last', 'agent', 'request', 'sell', 'servicing', 'loan', 'another', 'capable', 'actually', 'performing', 'customer_service', 'veteran', 'read']"
220,3,0.956099987,"process, time, read, loan, home, great, always, company, questions, nasb","['miserable', 'experience', 'screwed', 'everything', 'imaginable', 'never', 'accepted', 'responsibility', 'errors', 'wouldnt', 'recommend', 'purchase', 'doghouse', 'much', 'less', 'purchasing', 'new_home']"
221,3,0.990100026,"process, time, read, loan, home, great, always, company, questions, nasb","['loan_officer', 'happy', 'communicate', 'committed', 'committed', 'communicated', 'questioned', 'items', 'problems', 'questioned', 'werent', 'settling', 'rate_lock_expired', 'idea', 'process', 'unless', 'contacted', 'steve', 'poor', 'poor_communication', 'kang', 'also', 'sure', 'house', 'appraise', 'house', 'talking', 'loan', 'didnt', 'end', 'appraising', 'causing', 'refinance', 'lower', 'current', 'mortgage', 'appraiser', 'disorganized', 'called', 'twice', 'pictures', 'forgot', 'used', 'poor', 'comps', 'contacted', 'several_times', 'look', 'documents', 'expired', 'could', 'even', 'sign', 'within_minutes', 'email', 'notifications', 'good', 'actual', 'settlement', 'sweet', 'competent', 'notary', 'thank', 'goodness', 'done', 'poor', 'process', 'poor_communication', 'never', 'recommend', 'nasb', 'already', 'told', 'two', 'people', 'refinancing', 'steer_clear', 'read']"
